 6.36756522e-05 -1.66254773e-04  1.83929096e-03
 1.27481442e-04 -8.86116541e-05  2.29328242e-03
9.38673984e-05 1.45464146e-04 1.79463683e-03
6.67240383e-05 2.22636416e-04 2.31486931e-03
0.00032644 0.00037329 0.00172888
0.00027893 0.0002266  0.00200083
-1.43036959e-04  2.13553722e-05  1.82897737e-03
-1.66439029e-04  1.22697602e-05  2.09631980e-03
4.06271312e-04 9.66011648e-05 2.13630497e-03
-5.64607508e-05 -4.77036956e-05  2.10615434e-03
 0.00017804 -0.0001417   0.00198845
-4.16322146e-05 -4.40654949e-05  2.10116641e-03
 3.37559148e-04 -8.85888294e-05  2.01532710e-03
 2.03325282e-04 -5.27346492e-05  2.41436483e-03
0.00028603 0.00011132 0.00181251
0.00029032 0.00017983 0.00227101
9.80738696e-05 1.84345190e-04 1.70347886e-03
-5.15902822e-04  8.98259750e-05  2.62865634e-03
-5.41782239e-04  9.37548248e-05  2.19380949e-03
-1.47318031e-04  6.65738844e-05  2.24221800e-03
1.42636563e-04 8.94338591e-05 1.58511754e-03
0.00026547 0.00012986 0.00145941
0.00013165 0.00010786 0.00150197
3.20610328e-04 8.58463754e-05 1.51424750e-03
2.59332010e-05 5.33258753e-05 1.59068685e-03
-7.62917189e-05  1.02462618e-04  2.02896283e-03
0.00030633 0.00016354 0.00153373
0.00042954 0.00023878 0.00172889
0.00012984 0.00019685 0.00221767
0.00020697 0.00011033 0.00209602
-6.05815585e-05  2.84318725e-04  1.62892567e-03
0.00015455 0.0002519  0.00192912
0.00035787 0.00023461 0.00151529
1.21638419e-04 4.15114209e-06 1.77830004e-03
2.48836237e-04 1.30384269e-05 1.54363620e-03
8.55354519e-05 4.06895342e-05 1.87972584e-03
-4.29643143e-04  5.57594576e-05  2.12255539e-03
0.00024816 0.00026761 0.00142801
0.00035106 0.00031191 0.00169183
0.00022765 0.0002541  0.00199065
5.94325174e-05 2.22251503e-04 1.59361481e-03
5.59358596e-05 1.40135860e-04 2.00033467e-03
2.75590828e-05 1.68144383e-04 1.60890119e-03
1.48056075e-04 9.06191126e-05 1.98616926e-03
4.98557820e-05 1.13997892e-04 2.02318025e-03
1.83210810e-04 9.13220720e-05 1.52096478e-03
1.02481856e-04 6.38457059e-05 1.70335302e-03
1.94990207e-04 7.34955902e-05 1.66699674e-03
-5.97755497e-05  1.06383290e-04  1.81287737e-03
-1.30296103e-04  1.75807636e-05  1.98536622e-03
 1.09465393e-04 -4.90249913e-05  2.04494456e-03
0.00046522 0.00011043 0.00164723
0.0003473  0.00010982 0.00158977
2.03683754e-04 1.17360141e-05 2.07765703e-03
0.00019561 0.0001004  0.00163616
-5.51541234e-06  1.27230334e-04  2.36447784e-03
1.64037061e-04 9.71319096e-05 1.72348751e-03
-3.23684908e-05  1.00064019e-04  1.79677317e-03
-1.03956634e-04  9.85844526e-05  2.17940495e-03
-2.15434018e-04 -5.56312771e-05  1.75943004e-03
-2.54795450e-04  5.98303595e-05  2.03088787e-03
0.00014351 0.00016817 0.00146414
1.93119631e-04 4.05661776e-05 1.93660404e-03
2.61558424e-04 9.76366209e-07 2.23267870e-03
-9.32932453e-05 -1.97210702e-05  1.94987399e-03
-8.98757498e-05  1.39920567e-05  2.16361438e-03
2.24540476e-04 7.12425681e-05 2.04639533e-03
4.30616492e-04 4.63020369e-05 1.92506704e-03
2.77633430e-04 7.53135828e-05 2.01697252e-03
-1.57398645e-05  1.21541787e-04  2.25358759e-03
-1.11772999e-04 -4.94564629e-05  1.83115294e-03
-2.45620438e-04 -9.09607334e-05  1.63846673e-03
 1.63156670e-04 -6.52535437e-06  1.75089878e-03
1.64134879e-04 3.39638937e-05 1.57466810e-03
2.19954145e-05 9.41734470e-05 1.57720631e-03
-0.00022207  0.00011992  0.00197328
-3.47622845e-04  9.64847713e-05  1.74879865e-03
-0.00022454  0.00015991  0.00186896
-3.59615879e-05  1.94994311e-04  1.50550541e-03
0.00036684 0.00013502 0.00172661
5.79782063e-04 5.11833277e-05 1.33357744e-03
0.00023077 0.00010524 0.00140634
3.04466143e-04 7.42512784e-05 1.79144531e-03
 1.28941756e-04 -2.30208316e-05  1.53434486e-03
-0.00021561 -0.00014107  0.00189659
 3.40877450e-05 -8.71564043e-05  1.75689743e-03
 6.56172706e-05 -4.71843214e-06  1.36352470e-03
 3.07890732e-04 -6.50617803e-05  1.29840290e-03
 0.00022743 -0.00014871  0.00170283
 0.00013093 -0.0001345   0.00147601
 7.84738513e-04 -8.70958320e-06  1.41674432e-03
0.00085371 0.00011988 0.00168324
-0.00010967 -0.00014997  0.00142173
1.70737883e-04 6.60607793e-06 1.55749230e-03
0.00012045 0.00011623 0.00186674
0.00015195 0.00018444 0.00164879
6.09887611e-05 1.31057997e-04 1.75954902e-03
9.04289045e-05 9.35006901e-05 1.66738848e-03
 3.79344652e-04 -2.51011206e-05  1.26925006e-03
1.94012828e-04 2.11661045e-05 1.59518223e-03
4.28078260e-04 9.58487726e-05 1.30484370e-03
0.00018433 0.00018441 0.00167297
0.00040592 0.00012747 0.00105524
3.92215210e-04 1.84548262e-05 1.52262184e-03
 1.89639788e-04 -5.67861280e-05  1.61697390e-03
1.45591344e-04 3.65606247e-05 1.34757976e-03
0.00030429 0.00012914 0.00150836
6.92838148e-05 2.36952314e-04 1.79023750e-03
7.11030661e-05 1.07437561e-04 1.84001902e-03
0.00030519 0.00011718 0.00156829
0.00048982 0.00022745 0.00177514
4.50521533e-04 7.45546422e-05 1.62140897e-03
 7.63343531e-04 -7.81248746e-05  1.75058458e-03
-4.02690144e-04  5.35850122e-05  1.86098833e-03
7.71333725e-05 8.17859545e-05 1.77736022e-03
-1.85642712e-05  7.49160972e-05  2.04457669e-03
0.00019456 0.00014315 0.00156965
5.58471984e-05 1.71841020e-04 1.91828480e-03
-5.61689012e-05  1.65743957e-04  1.62486604e-03
-4.04067541e-05  1.22919024e-04  1.40516262e-03
0.00054607 0.00020428 0.00181446
7.23930279e-05 2.33629162e-05 1.51859270e-03
 3.53271229e-04 -4.34407993e-05  1.51993718e-03
-1.64363773e-05 -1.35888709e-04  1.68126065e-03
 9.02599058e-05 -1.78251896e-04  2.00080406e-03
-4.46999766e-05 -7.63128119e-05  1.83978933e-03
4.15461574e-04 1.76869780e-05 1.65507279e-03
 3.44254513e-04 -1.18858970e-05  1.54991238e-03
 1.29574124e-04 -1.07162832e-05  1.79336988e-03
2.75851053e-04 9.78916869e-05 1.13362737e-03
0.00010432 0.00012327 0.0013422 
0.00171143 0.0001297  0.00058038
 0.00473178 -0.00010704  0.00121271
 0.00678968 -0.00027047  0.00178908
 0.00940023 -0.00115349  0.00309087
 0.01135125 -0.001414    0.00411325
 0.01356417 -0.00079481  0.00445582
 0.01622373 -0.00082959  0.00466822
 0.02512706 -0.00070196  0.00516142
 0.03250352 -0.00025514  0.00481079
 0.04408689 -0.00059446  0.00285809
 6.45440221e-02 -8.46660259e-05  2.20171339e-03
 0.07789019 -0.0008441   0.00244463
 0.09072033 -0.00168591  0.00255042
 0.11047222 -0.00254586  0.00171744
 0.15049355 -0.00431048  0.00082395
 0.19296661 -0.0061338  -0.00063627
 0.22850811 -0.00814206 -0.0026778 
 0.26334292 -0.01116927 -0.0026574 
 0.29891565 -0.01382472 -0.00144306
 0.36851555 -0.02039692 -0.00499514
 0.39902207 -0.02363111 -0.00508935
 0.44639337 -0.02822991 -0.00494989
 0.48112535 -0.03127186 -0.00863995
 0.53831488 -0.03880525 -0.00943493
 0.57288939 -0.04393727 -0.00937654
 0.59779823 -0.04658748 -0.00991632
 0.63187772 -0.0495735  -0.00986794
 0.67030841 -0.05475397 -0.01041021
 0.69724786 -0.05859948 -0.01242027
 0.72208071 -0.06130509 -0.0135657 
 0.74099779 -0.06081859 -0.0154469 
 0.76403022 -0.05909613 -0.01406804
 0.78467536 -0.05625849 -0.01536811
 0.8134948  -0.05523821 -0.01700998
 0.82670462 -0.0544671  -0.01778532
 0.84425843 -0.05621658 -0.01816546
 0.85882956 -0.05647799 -0.01819854
 0.8744027  -0.05518987 -0.01773881
 0.89445531 -0.05491791 -0.01955548
 0.90960395 -0.05838822 -0.02032793
 0.91973883 -0.06121706 -0.02087478
 0.92770112 -0.06104679 -0.02124925
 0.94591391 -0.06072661 -0.02184013
 0.95175159 -0.06109889 -0.02135414
 0.96275473 -0.06139354 -0.02265494
 0.97254866 -0.06214755 -0.02211269
 0.98179013 -0.06284261 -0.02259668
 0.98576587 -0.06280576 -0.02236088
 0.99158311 -0.06323744 -0.02303241
 0.99606597 -0.06337126 -0.02289284
 1.00031018 -0.06368695 -0.02238907
 1.00340867 -0.06406806 -0.02168429
 1.01186717 -0.06459066 -0.02251399
 1.01961875 -0.0653021  -0.02337472
 1.02857697 -0.06532338 -0.02330612
 1.03784764 -0.06532991 -0.02404523
 1.05640662 -0.06598462 -0.02335248
 1.06362712 -0.06662212 -0.02257156
 1.0838356  -0.06732135 -0.02332264
 1.10979462 -0.06879081 -0.0219601 
 1.1240859  -0.06945524 -0.0222123 
 1.14406753 -0.07009736 -0.02350344
 1.16109216 -0.07095551 -0.02294689
 1.18414676 -0.07182002 -0.02335593
 1.20735872 -0.07456689 -0.02379246
 1.22440767 -0.07431415 -0.02500409
 1.24444997 -0.0752801  -0.02483403
 1.27229691 -0.07643145 -0.02578242
 1.28769231 -0.07744534 -0.0266263 
 1.30599058 -0.07810605 -0.02673291
 1.31647134 -0.07955901 -0.02616613
 1.34606564 -0.080076   -0.02613516
 1.3897233  -0.08015294 -0.02732921
 1.40500283 -0.0806981  -0.02765822
 1.42683637 -0.08162165 -0.02772913
 1.45784795 -0.08350612 -0.02855858
 1.47280109 -0.08391058 -0.02996946
 1.50250208 -0.08431469 -0.03075717
 1.51623833 -0.08368853 -0.03153453
 1.54536796 -0.08664547 -0.03062997
 1.57061863 -0.08592213 -0.03163163
 1.59364378 -0.08642308 -0.03143928
 1.61753356 -0.08651718 -0.03045126
 1.64859498 -0.08634426 -0.0310289 
 1.67347646 -0.08615497 -0.03215773
 1.69140446 -0.08609612 -0.0324172 
 1.71458602 -0.08704655 -0.0321616 
 1.74364579 -0.0869858  -0.03096518
 1.76944268 -0.08639293 -0.03207603
 1.78642869 -0.08651249 -0.03134799
 1.80676007 -0.08675798 -0.03104866
 1.82841396 -0.0861904  -0.03323131
 1.87241566 -0.08434819 -0.03455566
 1.89271951 -0.08391519 -0.03433103
 1.91565347 -0.08336271 -0.03428578
 1.93563223 -0.08277068 -0.03410709
 1.97125375 -0.08291008 -0.03319109
 2.00772643 -0.08076932 -0.03337805
 2.03880334 -0.078652   -0.03444981
 2.07508826 -0.07832296 -0.03427386
 2.10788774 -0.07639401 -0.03424127
 2.13105583 -0.07429816 -0.03258217
 2.14678764 -0.07271754 -0.03282617
 2.16312981 -0.07337287 -0.03610506
 2.2249248  -0.0735358  -0.03696233
 2.24545527 -0.07382341 -0.02868346
 2.2826581  -0.07294948 -0.03301239
 2.32014346 -0.07365705 -0.03451944
 2.37480235 -0.073363   -0.03532904
 2.41223478 -0.07333831 -0.0352825 
 2.44260883 -0.07306992 -0.03649542
 2.50977445 -0.0707025  -0.03465501
 2.54715133 -0.07237346 -0.03250139
 2.6564796  -0.06884602 -0.03414039
 2.69984698 -0.06858766 -0.03539516
 2.74305224 -0.06645165 -0.03652825
 2.83370852 -0.06641114 -0.03849889
 2.88966799 -0.06401057 -0.0391033 
 3.03694963 -0.06273858 -0.04416177
 3.1775701  -0.05482643 -0.04310639
 3.27285862 -0.04999774 -0.04179247
 3.37653327 -0.04356312 -0.04180203
 3.42619157 -0.04184528 -0.04474258
 3.57786155 -0.03428143 -0.04308375
 3.66289353 -0.03252898 -0.04713465
 3.75612164 -0.02884088 -0.04734576
 3.92835045 -0.01417855 -0.0479364 
 3.96678901 -0.01076784 -0.04927304
 4.02518082 -0.00645547 -0.04973468
 4.15988207 -0.00639776 -0.0496538 
 4.20753384 -0.00511151 -0.05185207
 4.23408794 -0.00752186 -0.05049917
 4.29341078 -0.03112475 -0.05470252
 4.31549454 -0.02979899 -0.05449841
 4.34896851 -0.02979447 -0.05398864
 4.36598444 -0.02924059 -0.05255236
 4.38281155 -0.03127199 -0.05106845
 4.39289188 -0.03116232 -0.05120447
 4.40645313 -0.03159567 -0.04936686
 4.41570044 -0.03292087 -0.04946646
 4.42548895 -0.03435025 -0.04734028
 4.43723297 -0.03688106 -0.04688796
 4.44151258 -0.03782727 -0.04790957
 4.44702196 -0.03816596 -0.04789277
 4.45079279 -0.03832897 -0.04706482
 4.45122051 -0.03776081 -0.04629245
 4.4516511  -0.03684266 -0.0446845 
 4.45184517 -0.03603319 -0.04458738
 4.45160055 -0.03530705 -0.04263281
 4.45183134 -0.03591386 -0.04136885
 4.45286179 -0.03422407 -0.04146602
 4.45562172 -0.03500805 -0.03973089
 4.46125031 -0.03611374 -0.03932493
 4.46749687 -0.03675414 -0.03892727
 4.48100996 -0.03803306 -0.03943541
 4.52976561 -0.04397433 -0.03980689
 4.55327272 -0.04760636 -0.0393727 
 4.60150433 -0.05650376 -0.03830351
 4.61449862 -0.0602242  -0.03887695
 4.68765831 -0.07370736 -0.03708612
 4.75636148 -0.08888379 -0.04035298
 4.79939747 -0.09437608 -0.04167638
 4.84449339 -0.10649306 -0.04229201
 4.87250328 -0.11159994 -0.04160524
 4.9311347  -0.12724842 -0.03951389
 4.98288441 -0.14355807 -0.0373832 
 5.05774164 -0.1691791  -0.03719289
 5.14224482 -0.20209458 -0.04067821
 5.27561283 -0.25697103 -0.04575236
 5.30628777 -0.272695   -0.0443089 
